0	-185.485825	-188.781723	-187.194809	-186.584457	-187.56102	-183.410629	-187.927231	-189.147934	-183.593735	-186.645493	-186.828598	-190.551743	-183.65477	-183.898911	-183.837875	-179.321274	-186.462387	-186.889633	-188.720688	-189.880356	-188.049301	-183.349594	-199.035629	-186.889633	-184.875473	-193.176254	-186.767563	-187.43895	-188.903793	-200.561508	-187.255844	-186.218246	-186.035141	-186.279282	-185.974106	-187.866196	-185.424789	-188.049301	-188.293442	-185.974106	-203.002914	-184.265121	-183.471664	-185.791	-185.852036	-186.767563	-188.964828	-183.65477	-191.58934	-189.025864	-189.758286	-189.819321	-192.199692	-184.997543	-187.68309	-187.133774	-193.237289	-191.894516	-185.54686	-183.044418	-212.89061	-209.533676	-186.950668	-188.415512	-183.471664	-182.556137	-189.331039	-190.490707	-191.284164	-191.284164	-187.133774	-196.289047	-191.040024	-187.927231	-185.974106	-184.753403	-182.311996	-192.993149	-193.35936	-189.331039	-189.086899	-195.129379	-186.523422	-189.941391	-190.978989	-189.208969	-197.021469	-186.096176	-195.25145	-203.979477	-190.490707	-190.795883	-183.715805	-190.124496	-186.828598	-190.795883	-187.194809	-223.999008	-186.584457	-182.434067
0.05	-184.326157	-186.950668	-187.805161	-186.828598	-187.499985	-184.387192	-188.964828	-188.171371	-182.434067	-185.729965	-187.011703	-191.406235	-184.020981	-183.959946	-184.997543	-179.87059	-188.476547	-185.974106	-188.232407	-188.903793	-189.819321	-183.715805	-198.181137	-187.56102	-185.729965	-194.213852	-186.096176	-187.744125	-188.537582	-201.538071	-186.889633	-186.157211	-185.485825	-185.974106	-186.462387	-186.523422	-185.363754	-188.049301	-188.964828	-185.913071	-204.956039	-183.166489	-184.448227	-187.316879	-185.424789	-186.645493	-188.476547	-182.373032	-190.490707	-187.927231	-188.415512	-189.69725	-190.368637	-184.448227	-187.072739	-187.255844	-193.35936	-190.063461	-183.77684	-182.983383	-212.707504	-209.533676	-185.607895	-186.096176	-183.105453	-182.189926	-187.68309	-189.69725	-191.894516	-189.514145	-188.415512	-197.204575	-191.528305	-187.377914	-184.936508	-182.983383	-184.082016	-192.016586	-192.077621	-189.514145	-188.476547	-195.556625	-185.119614	-189.819321	-191.528305	-189.69725	-196.166977	-184.570297	-194.519028	-203.857407	-191.528305	-190.490707	-183.959946	-190.002426	-187.744125	-189.636215	-186.340317	-223.632797	-187.805161	-183.227524
0.1	-182.922348	-186.645493	-188.110336	-185.913071	-186.767563	-184.936508	-188.720688	-188.354477	-182.067856	-185.791	-187.866196	-193.054184	-185.180649	-183.288559	-186.096176	-180.725082	-189.636215	-185.180649	-188.171371	-189.270004	-190.612778	-184.387192	-196.716293	-188.842758	-187.194809	-193.786606	-187.56102	-188.354477	-188.110336	-201.965317	-186.889633	-186.462387	-185.180649	-184.692368	-187.805161	-187.988266	-185.119614	-187.072739	-188.537582	-188.537582	-204.589828	-181.701645	-186.584457	-187.988266	-186.645493	-186.340317	-188.659653	-181.518539	-190.063461	-186.218246	-187.316879	-189.331039	-189.45311	-184.875473	-185.974106	-187.988266	-192.321762	-188.598618	-182.373032	-183.959946	-210.754379	-210.388168	-185.913071	-183.349594	-183.166489	-182.617172	-185.974106	-188.720688	-191.772446	-187.988266	-190.429672	-198.181137	-191.406235	-187.377914	-184.265121	-181.945786	-185.852036	-191.58934	-191.223129	-187.68309	-189.025864	-195.49559	-183.77684	-190.124496	-190.612778	-189.69725	-196.044907	-184.936508	-193.786606	-203.857407	-190.734848	-192.504868	-185.241684	-188.171371	-188.171371	-187.68309	-187.133774	-222.534164	-188.598618	-184.509262
0.15	-182.556137	-187.194809	-188.537582	-185.852036	-185.729965	-185.180649	-187.56102	-188.842758	-182.800278	-186.767563	-188.110336	-194.702133	-186.462387	-181.64061	-186.462387	-181.213364	-189.147934	-184.448227	-187.499985	-190.063461	-188.842758	-184.997543	-194.641098	-189.880356	-189.025864	-192.382797	-189.45311	-189.208969	-186.340317	-201.477036	-186.462387	-187.805161	-185.241684	-183.715805	-187.68309	-190.490707	-186.279282	-184.753403	-187.805161	-190.429672	-203.552231	-180.297836	-187.866196	-187.68309	-187.133774	-186.706528	-189.636215	-181.518539	-191.101059	-184.875473	-187.133774	-189.086899	-189.636215	-185.66893	-185.852036	-188.293442	-191.46727	-188.293442	-182.373032	-184.082016	-208.374008	-210.693344	-187.316879	-181.76268	-183.471664	-184.570297	-186.340317	-189.086899	-190.917953	-187.194809	-190.917953	-198.669418	-191.284164	-188.049301	-183.715805	-183.898911	-186.828598	-191.040024	-191.833481	-186.035141	-189.819321	-195.007309	-184.631332	-190.246567	-187.927231	-188.781723	-195.983871	-186.950668	-193.6035	-204.040512	-188.781723	-194.702133	-185.66893	-186.340317	-188.293442	-187.499985	-188.110336	-220.82518	-188.659653	-183.837875
0.2	-182.922348	-189.331039	-189.147934	-186.828598	-185.791	-185.66893	-187.194809	-189.514145	-183.471664	-186.889633	-187.805161	-195.434555	-186.340317	-180.541977	-186.889633	-183.105453	-187.866196	-184.631332	-186.523422	-190.429672	-185.974106	-186.401352	-192.321762	-188.964828	-190.246567	-191.46727	-190.002426	-189.880356	-185.54686	-200.256332	-186.584457	-189.758286	-185.729965	-184.082016	-186.157211	-191.101059	-187.499985	-183.349594	-187.255844	-190.490707	-202.331528	-179.809555	-186.828598	-187.316879	-187.011703	-186.950668	-190.368637	-183.288559	-191.58934	-184.997543	-186.889633	-189.514145	-189.819321	-186.157211	-185.791	-187.68309	-191.528305	-188.232407	-182.311996	-184.265121	-207.21434	-210.144028	-187.56102	-182.067856	-183.959946	-186.584457	-186.950668	-190.856918	-190.063461	-188.110336	-189.270004	-198.059067	-191.46727	-188.781723	-183.471664	-184.936508	-185.66893	-191.284164	-192.749008	-185.913071	-189.69725	-194.213852	-186.523422	-189.45311	-186.279282	-189.636215	-195.37352	-187.744125	-193.969711	-204.528793	-187.316879	-195.37352	-186.218246	-185.180649	-187.377914	-188.720688	-187.68309	-217.956528	-188.049301	-182.983383
0.25	-183.898911	-192.321762	-188.537582	-187.68309	-186.401352	-185.363754	-187.499985	-189.57518	-184.692368	-187.43895	-188.537582	-195.068344	-186.035141	-181.030258	-187.194809	-184.631332	-187.011703	-185.852036	-186.523422	-190.429672	-184.753403	-188.110336	-191.711411	-187.194809	-190.490707	-192.810043	-189.270004	-190.124496	-186.157211	-199.340805	-187.744125	-190.246567	-187.133774	-186.889633	-185.791	-189.45311	-188.232407	-182.800278	-186.706528	-188.842758	-202.270493	-180.908188	-184.814438	-187.072739	-187.133774	-187.072739	-190.185532	-186.035141	-190.002426	-186.401352	-185.729965	-190.307602	-189.880356	-185.302719	-185.54686	-186.889633	-192.260727	-187.988266	-181.823715	-184.570297	-207.09227	-210.87645	-187.072739	-182.983383	-184.997543	-186.889633	-188.232407	-191.46727	-189.392075	-189.025864	-188.415512	-196.533188	-190.063461	-188.293442	-184.570297	-184.448227	-183.77684	-192.504868	-193.48143	-185.974106	-188.659653	-193.786606	-187.56102	-187.56102	-186.279282	-191.040024	-193.969711	-187.744125	-194.824203	-205.20018	-187.68309	-195.129379	-186.523422	-184.509262	-185.913071	-189.758286	-186.767563	-215.820297	-187.377914	-182.922348
0.3	-185.54686	-193.786606	-187.927231	-188.598618	-187.866196	-184.387192	-186.584457	-189.208969	-185.363754	-188.232407	-189.819321	-193.542465	-186.096176	-182.678207	-186.462387	-184.448227	-186.767563	-187.133774	-187.011703	-190.063461	-184.875473	-189.819321	-192.810043	-185.607895	-190.734848	-194.335922	-188.720688	-188.354477	-187.805161	-198.730453	-188.171371	-188.171371	-186.767563	-189.208969	-186.462387	-188.049301	-186.767563	-182.250961	-186.401352	-188.049301	-203.06395	-182.617172	-183.105453	-185.607895	-186.828598	-186.401352	-190.490707	-187.377914	-186.950668	-187.255844	-185.302719	-190.856918	-190.978989	-183.227524	-185.852036	-186.706528	-192.932114	-188.720688	-182.311996	-184.875473	-208.251938	-211.730942	-186.462387	-183.288559	-186.157211	-186.401352	-189.57518	-190.002426	-190.795883	-189.880356	-188.293442	-195.25145	-188.598618	-186.401352	-186.218246	-183.898911	-182.861313	-192.626938	-192.993149	-186.096176	-187.255844	-193.6035	-188.964828	-186.401352	-186.584457	-190.673813	-191.833481	-188.415512	-196.350082	-205.07811	-189.758286	-195.190414	-186.950668	-184.997543	-185.852036	-190.246567	-186.340317	-214.050278	-186.767563	-183.105453
0.35	-186.340317	-193.6035	-187.866196	-188.659653	-188.964828	-185.485825	-185.791	-188.293442	-186.096176	-187.866196	-190.124496	-191.46727	-184.814438	-183.410629	-185.424789	-182.922348	-185.913071	-188.354477	-187.194809	-190.063461	-184.936508	-191.284164	-194.152817	-184.753403	-190.734848	-193.725571	-188.415512	-186.279282	-189.45311	-199.340805	-186.523422	-185.913071	-184.265121	-189.331039	-186.340317	-188.354477	-183.959946	-181.76268	-185.54686	-188.171371	-203.18602	-183.471664	-183.044418	-184.509262	-187.194809	-185.180649	-191.284164	-187.68309	-184.143051	-187.499985	-185.974106	-190.429672	-192.443832	-181.76268	-187.43895	-186.889633	-192.932114	-189.45311	-183.471664	-183.898911	-208.801254	-211.181625	-186.950668	-184.326157	-185.729965	-186.523422	-190.673813	-188.720688	-193.542465	-191.101059	-189.147934	-195.983871	-189.57518	-185.424789	-187.622055	-183.471664	-184.509262	-192.626938	-191.772446	-186.462387	-187.194809	-193.054184	-190.368637	-186.096176	-186.584457	-189.086899	-189.941391	-188.171371	-198.303207	-203.735336	-191.101059	-195.434555	-187.68309	-185.791	-186.706528	-188.781723	-187.011703	-211.853012	-186.584457	-182.434067
0.4	-186.584457	-192.565903	-188.110336	-187.68309	-189.331039	-187.133774	-186.401352	-188.537582	-186.950668	-187.43895	-190.063461	-189.331039	-183.77684	-184.570297	-185.485825	-182.311996	-184.387192	-189.331039	-187.56102	-190.490707	-185.424789	-191.406235	-194.152817	-184.326157	-190.429672	-191.46727	-187.255844	-186.218246	-189.880356	-200.073227	-185.058578	-183.65477	-180.541977	-187.133774	-186.584457	-188.110336	-182.250961	-182.800278	-185.607895	-188.354477	-202.270493	-183.471664	-184.570297	-183.837875	-187.011703	-184.631332	-190.734848	-186.950668	-183.227524	-187.622055	-185.791	-190.612778	-192.260727	-182.128891	-189.270004	-187.744125	-193.115219	-189.941391	-184.082016	-183.471664	-208.923325	-210.815414	-187.56102	-185.913071	-184.143051	-186.706528	-190.673813	-188.537582	-194.335922	-192.626938	-189.57518	-197.692856	-191.040024	-186.157211	-188.659653	-182.373032	-185.913071	-192.871078	-190.368637	-187.927231	-188.049301	-192.993149	-190.551743	-186.523422	-186.828598	-189.025864	-189.270004	-187.316879	-198.425278	-201.538071	-189.57518	-195.129379	-188.049301	-187.43895	-186.645493	-187.377914	-188.964828	-208.923325	-185.791	-182.617172
0.45	-186.462387	-191.772446	-187.377914	-185.729965	-188.659653	-187.744125	-187.56102	-188.781723	-187.622055	-187.43895	-190.063461	-188.659653	-184.753403	-185.974106	-186.767563	-182.128891	-183.288559	-189.270004	-187.622055	-191.162094	-186.096176	-191.162094	-193.237289	-184.631332	-190.063461	-190.124496	-186.035141	-186.584457	-189.69725	-200.317368	-183.898911	-182.678207	-179.016098	-185.241684	-187.499985	-187.377914	-183.5327	-184.509262	-187.255844	-187.43895	-200.256332	-182.861313	-187.011703	-184.020981	-186.828598	-186.157211	-189.514145	-185.913071	-184.509262	-187.43895	-185.54686	-192.199692	-190.429672	-182.617172	-189.819321	-189.147934	-193.847641	-189.819321	-184.814438	-184.509262	-208.190903	-210.754379	-188.598618	-186.096176	-184.082016	-186.401352	-189.392075	-187.988266	-194.335922	-193.6035	-189.208969	-197.692856	-191.772446	-188.171371	-188.110336	-181.213364	-185.363754	-192.687973	-189.147934	-189.880356	-189.819321	-192.443832	-190.490707	-188.049301	-186.035141	-189.57518	-190.551743	-187.499985	-197.021469	-200.683578	-187.744125	-193.664536	-187.68309	-188.903793	-185.54686	-185.913071	-190.246567	-207.09227	-184.631332	-184.692368
